dis,dis_label,associations_count,phenotypes_count
http://purl.obolibrary.org/obo/MONDO_0011218,autosomal recessive congenital ichthyosis 11,14,412
http://purl.obolibrary.org/obo/MONDO_0011219,Fried's tooth and nail syndrome,,189
http://purl.obolibrary.org/obo/MONDO_0011221,Weyers ulnar ray/oligodactyly syndrome,,256
http://purl.obolibrary.org/obo/MONDO_0011223,amyotrophic lateral sclerosis type 4,14,432
http://purl.obolibrary.org/obo/MONDO_0011224,monomelic amyotrophy,28,502
http://purl.obolibrary.org/obo/MONDO_0011225,severe combined immunodeficiency due to DCLRE1C deficiency,14,932
http://purl.obolibrary.org/obo/MONDO_0011226,autosomal dominant nonsyndromic hearing loss 15,,17
http://purl.obolibrary.org/obo/MONDO_0011227,short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome,14,621
http://purl.obolibrary.org/obo/MONDO_0011229,ethylmalonic encephalopathy,14,727
http://purl.obolibrary.org/obo/MONDO_0011230,ossification of the posterior longitudinal ligament of the spine,,112
http://purl.obolibrary.org/obo/MONDO_0011232,"migraine, familial hemiplegic, 2",,501
http://purl.obolibrary.org/obo/MONDO_0011233,Axenfeld-Rieger syndrome type 3,,296
http://purl.obolibrary.org/obo/MONDO_0011234,auriculocondylar syndrome 1,,412
http://purl.obolibrary.org/obo/MONDO_0011235,pelvic dysplasia-arthrogryposis of lower limbs syndrome,,397
http://purl.obolibrary.org/obo/MONDO_0011236,"hyperinsulinemic hypoglycemia, familial, 3",14,317
http://purl.obolibrary.org/obo/MONDO_0011239,colobomatous macrophthalmia-microcornea syndrome,14,249
http://purl.obolibrary.org/obo/MONDO_0011240,megalencephaly-capillary malformation-polymicrogyria syndrome,14,1059
http://purl.obolibrary.org/obo/MONDO_0011242,Bartter disease type 4A,,490
http://purl.obolibrary.org/obo/MONDO_0011243,grange syndrome,14,364
http://purl.obolibrary.org/obo/MONDO_0011244,Marshall-Smith syndrome,14,2813
http://purl.obolibrary.org/obo/MONDO_0011245,"ichthyosis, hystrix-like, with hearing loss",,286
http://purl.obolibrary.org/obo/MONDO_0011246,megaconial type congenital muscular dystrophy,14,346
http://purl.obolibrary.org/obo/MONDO_0011248,distal monosomy 13q,,374
http://purl.obolibrary.org/obo/MONDO_0011249,torsion dystonia with onset in infancy,,16
http://purl.obolibrary.org/obo/MONDO_0011252,"spondyloepimetaphyseal dysplasia, Shohat type",14,1042
http://purl.obolibrary.org/obo/MONDO_0011255,mandibulofacial dysostosis-macroblepharon-macrostomia syndrome,,384
http://purl.obolibrary.org/obo/MONDO_0011257,MPI-congenital disorder of glycosylation,14,821
http://purl.obolibrary.org/obo/MONDO_0011258,branchiootic syndrome 1,,176
http://purl.obolibrary.org/obo/MONDO_0011261,"spondyloepiphyseal dysplasia with coronal craniosynostosis, cataracts, cleft palate, and intellectual disability",,697
http://purl.obolibrary.org/obo/MONDO_0011262,"camptodactyly, myopia, and fibrosis of the medial rectus muscle of eye",,374
http://purl.obolibrary.org/obo/MONDO_0011264,torsion dystonia 6,14,340
http://purl.obolibrary.org/obo/MONDO_0011266,myotonic dystrophy type 2,14,1007
http://purl.obolibrary.org/obo/MONDO_0011268,"renal tubular acidosis, distal, 3, with or without sensorineural hearing loss",,210
http://purl.obolibrary.org/obo/MONDO_0011269,psoriasis 2,,85
http://purl.obolibrary.org/obo/MONDO_0011271,rigid spine muscular dystrophy 1,14,624
http://purl.obolibrary.org/obo/MONDO_0011272,retinitis pigmentosa 25,,168
http://purl.obolibrary.org/obo/MONDO_0011273,H syndrome,14,1902
http://purl.obolibrary.org/obo/MONDO_0011274,Muenke syndrome,14,1058
http://purl.obolibrary.org/obo/MONDO_0011275,"acromesomelic dysplasia 1, Maroteaux type",14,807
http://purl.obolibrary.org/obo/MONDO_0011279,autosomal recessive nonsyndromic hearing loss 17,,16
http://purl.obolibrary.org/obo/MONDO_0011281,congenital myasthenic syndrome 5,28,1369
http://purl.obolibrary.org/obo/MONDO_0011283,mitochondrial DNA depletion syndrome 1,,884
http://purl.obolibrary.org/obo/MONDO_0011285,age related macular degeneration 1,,168
http://purl.obolibrary.org/obo/MONDO_0011286,autosomal recessive nonsyndromic hearing loss 13,,34
http://purl.obolibrary.org/obo/MONDO_0011287,craniosynostosis-anal anomalies-porokeratosis syndrome,14,1067
http://purl.obolibrary.org/obo/MONDO_0011291,ALG6-congenital disorder of glycosylation 1C,14,796
http://purl.obolibrary.org/obo/MONDO_0011296,"Meckel syndrome, type 2",,311
http://purl.obolibrary.org/obo/MONDO_0011297,autosomal dominant nocturnal frontal lobe epilepsy 2,,87
http://purl.obolibrary.org/obo/MONDO_0011299,Huntington disease-like 1,14,1007
http://purl.obolibrary.org/obo/MONDO_0011300,"myopia 3, autosomal dominant",,34
http://purl.obolibrary.org/obo/MONDO_0011301,pseudohypoparathyroidism type 1B,28,791
http://purl.obolibrary.org/obo/MONDO_0011303,focal segmental glomerulosclerosis 1,,237
http://purl.obolibrary.org/obo/MONDO_0011304,cerebral cavernous malformation 2,,101
http://purl.obolibrary.org/obo/MONDO_0011305,cerebral cavernous malformation 3,,94
http://purl.obolibrary.org/obo/MONDO_0011308,GRACILE syndrome,14,325
http://purl.obolibrary.org/obo/MONDO_0011309,familial gestational hyperthyroidism,14,321
http://purl.obolibrary.org/obo/MONDO_0011313,megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1,,458
http://purl.obolibrary.org/obo/MONDO_0011320,radioulnar synostosis-microcephaly-scoliosis syndrome,,323
http://purl.obolibrary.org/obo/MONDO_0011323,"arhinia, choanal atresia, and microphthalmia",14,1084
http://purl.obolibrary.org/obo/MONDO_0011325,Fanconi anemia complementation group F,,719
http://purl.obolibrary.org/obo/MONDO_0011326,"citrullinemia, type II, adult-onset",,337
http://purl.obolibrary.org/obo/MONDO_0011327,neuronal intranuclear inclusion disease,14,828
http://purl.obolibrary.org/obo/MONDO_0011330,spinocerebellar ataxia type 10,14,992
http://purl.obolibrary.org/obo/MONDO_0011332,"Dyserythropoiesis, congenital, with ultrastructurally normal erythroblast heterochromatin",,65
http://purl.obolibrary.org/obo/MONDO_0011334,limb-mammary syndrome,14,752
http://purl.obolibrary.org/obo/MONDO_0011335,spondyloepimetaphyseal dysplasia with multiple dislocations,14,1388
http://purl.obolibrary.org/obo/MONDO_0011336,familial hemophagocytic lymphohistiocytosis 4,,402
http://purl.obolibrary.org/obo/MONDO_0011337,familial hemophagocytic lymphohistiocytosis 2,,815
http://purl.obolibrary.org/obo/MONDO_0011338,Omenn syndrome,140,2106
http://purl.obolibrary.org/obo/MONDO_0011339,hereditary spastic paraplegia 8,14,721
http://purl.obolibrary.org/obo/MONDO_0011340,congenital tracheal stenosis,,612
http://purl.obolibrary.org/obo/MONDO_0011342,SLC35A1-congenital disorder of glycosylation,14,674
http://purl.obolibrary.org/obo/MONDO_0011346,xanthinuria type II,14,160
http://purl.obolibrary.org/obo/MONDO_0011348,non-syndromic polydactyly,252,2657
http://purl.obolibrary.org/obo/MONDO_0011350,autosomal dominant nonsyndromic hearing loss 17,,16
http://purl.obolibrary.org/obo/MONDO_0011351,autosomal recessive nonsyndromic hearing loss 21,,18
http://purl.obolibrary.org/obo/MONDO_0011355,cone-rod dystrophy 7,,108
http://purl.obolibrary.org/obo/MONDO_0011357,eccrine syringofibroadenomatosis with eyelid abnormalities,,14
http://purl.obolibrary.org/obo/MONDO_0011359,acromelic frontonasal dysostosis,14,1744
http://purl.obolibrary.org/obo/MONDO_0011360,autosomal recessive nonsyndromic hearing loss 14,,18
http://purl.obolibrary.org/obo/MONDO_0011361,prostate cancer/brain cancer susceptibility,,32
http://purl.obolibrary.org/obo/MONDO_0011362,"myopathy, myofibrillar, 9, with early respiratory failure",14,767
http://purl.obolibrary.org/obo/MONDO_0011364,autosomal recessive nonsyndromic hearing loss 16,,18
http://purl.obolibrary.org/obo/MONDO_0011365,"blepharophimosis - intellectual disability syndrome, SBBYS type",14,1168
http://purl.obolibrary.org/obo/MONDO_0011366,ovarian germ cell tumor,14,16
http://purl.obolibrary.org/obo/MONDO_0011369,"hypercholesterolemia, autosomal dominant, 3",,86
http://purl.obolibrary.org/obo/MONDO_0011370,Stargardt disease 4,,48
http://purl.obolibrary.org/obo/MONDO_0011374,"hypercholesterolemia, familial, 4",,100
http://purl.obolibrary.org/obo/MONDO_0011376,"ventricular fibrillation, paroxysmal familial, type 1",,50
http://purl.obolibrary.org/obo/MONDO_0011377,long QT syndrome 3,,180
http://purl.obolibrary.org/obo/MONDO_0011381,dominant beta-thalassemia,14,980
http://purl.obolibrary.org/obo/MONDO_0011382,sickle cell disease,70,935
http://purl.obolibrary.org/obo/MONDO_0011383,autoimmune lymphoproliferative syndrome type 2A,,590
http://purl.obolibrary.org/obo/MONDO_0011389,autosomal dominant nonsyndromic hearing loss 16,,33
http://purl.obolibrary.org/obo/MONDO_0011390,focal segmental glomerulosclerosis 2,,98
http://purl.obolibrary.org/obo/MONDO_0011391,megalencephalic leukoencephalopathy with subcortical cysts,28,1055
http://purl.obolibrary.org/obo/MONDO_0011392,autosomal recessive nonsyndromic hearing loss 20,,33
http://purl.obolibrary.org/obo/MONDO_0011393,"hypoalphalipoproteinemia, primary, 1",,80
http://purl.obolibrary.org/obo/MONDO_0011395,cone-rod dystrophy 3,,187
http://purl.obolibrary.org/obo/MONDO_0011396,loricrin keratoderma,14,437
http://purl.obolibrary.org/obo/MONDO_0011397,"autosomal dominant cerebellar ataxia, deafness and narcolepsy",14,855
http://purl.obolibrary.org/obo/MONDO_0011398,dystrophic epidermolysis bullosa pruriginosa,14,404
http://purl.obolibrary.org/obo/MONDO_0011399,alpha thalassemia spectrum,56,690
http://purl.obolibrary.org/obo/MONDO_0011400,dilated cardiomyopathy 1G,,119
http://purl.obolibrary.org/obo/MONDO_0011402,congenital cataracts-facial dysmorphism-neuropathy syndrome,14,1064
http://purl.obolibrary.org/obo/MONDO_0011403,left ventricular noncompaction 1,,284
http://purl.obolibrary.org/obo/MONDO_0011405,poikiloderma with neutropenia,14,821
http://purl.obolibrary.org/obo/MONDO_0011407,"facial paresis, hereditary congenital, 2",,32
http://purl.obolibrary.org/obo/MONDO_0011408,hereditary spastic paraplegia 10,14,816
http://purl.obolibrary.org/obo/MONDO_0011411,Chudley-McCullough syndrome,14,300
http://purl.obolibrary.org/obo/MONDO_0011412,familial encephalopathy with neuroserpin inclusion bodies,,213
http://purl.obolibrary.org/obo/MONDO_0011413,cataract 9 multiple types,,180
http://purl.obolibrary.org/obo/MONDO_0011414,Peters anomaly,70,377
http://purl.obolibrary.org/obo/MONDO_0011415,Leber congenital amaurosis 3,,80
http://purl.obolibrary.org/obo/MONDO_0011416,"generalized epilepsy with febrile seizures plus, type 1",,64
http://purl.obolibrary.org/obo/MONDO_0011417,hemochromatosis type 3,14,282
http://purl.obolibrary.org/obo/MONDO_0011420,short stature due to partial GHR deficiency,14,157
http://purl.obolibrary.org/obo/MONDO_0011421,"mitochondrial complex V (ATP synthase) deficiency, nuclear type 1",,458
http://purl.obolibrary.org/obo/MONDO_0011422,autosomal recessive proximal renal tubular acidosis,14,332
http://purl.obolibrary.org/obo/MONDO_0011423,autosomal recessive limb-girdle muscular dystrophy type 2E,14,398
http://purl.obolibrary.org/obo/MONDO_0011424,Carney triad,42,357
http://purl.obolibrary.org/obo/MONDO_0011425,dilated cardiomyopathy 1H,,17
http://purl.obolibrary.org/obo/MONDO_0011426,aceruloplasminemia,14,963
http://purl.obolibrary.org/obo/MONDO_0011428,"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3",,975
http://purl.obolibrary.org/obo/MONDO_0011429,juvenile idiopathic arthritis,252,2635
http://purl.obolibrary.org/obo/MONDO_0011430,pulverulent cataract,126,
http://purl.obolibrary.org/obo/MONDO_0011431,MASS syndrome,,210
http://purl.obolibrary.org/obo/MONDO_0011432,"blepharophimosis - intellectual disability syndrome, Verloes type",,1296
http://purl.obolibrary.org/obo/MONDO_0011435,"microcephaly 2, primary, autosomal recessive, with or without cortical malformations",,779
http://purl.obolibrary.org/obo/MONDO_0011436,autosomal recessive distal spinal muscular atrophy 1,14,496
http://purl.obolibrary.org/obo/MONDO_0011437,"microcephaly 4, primary, autosomal recessive",,311
http://purl.obolibrary.org/obo/MONDO_0011438,acne,,14
http://purl.obolibrary.org/obo/MONDO_0011439,spinocerebellar ataxia type 12,14,645
http://purl.obolibrary.org/obo/MONDO_0011442,advanced sleep phase syndrome 1,,51
http://purl.obolibrary.org/obo/MONDO_0011443,"febrile seizures, familial, 4",,64
http://purl.obolibrary.org/obo/MONDO_0011444,Duane retraction syndrome 2,,51
http://purl.obolibrary.org/obo/MONDO_0011445,hereditary spastic paraplegia 11,14,1490
http://purl.obolibrary.org/obo/MONDO_0011448,PPARG-related familial partial lipodystrophy,14,970
http://purl.obolibrary.org/obo/MONDO_0011449,Salla disease,14,272
http://purl.obolibrary.org/obo/MONDO_0011450,"breast-ovarian cancer, familial, susceptibility to, 1",,34
http://purl.obolibrary.org/obo/MONDO_0011451,"cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 1",,2659
http://purl.obolibrary.org/obo/MONDO_0011452,hypotrichosis 7,,265
http://purl.obolibrary.org/obo/MONDO_0011454,patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome,,263
http://purl.obolibrary.org/obo/MONDO_0011455,"lissencephaly, familial, with cleft palate and cerebellar hypoplasia",,14
http://purl.obolibrary.org/obo/MONDO_0011456,nephronophthisis 3,,297
http://purl.obolibrary.org/obo/MONDO_0011457,ataxia-telangiectasia-like disorder,42,2412
http://purl.obolibrary.org/obo/MONDO_0011458,Leber congenital amaurosis 4,,161
http://purl.obolibrary.org/obo/MONDO_0011459,arrhythmogenic right ventricular dysplasia 5,,165
http://purl.obolibrary.org/obo/MONDO_0011460,arrhythmogenic right ventricular dysplasia 6,,59
http://purl.obolibrary.org/obo/MONDO_0011461,"generalized epilepsy with febrile seizures plus, type 2",,128
http://purl.obolibrary.org/obo/MONDO_0011462,pyogenic arthritis-pyoderma gangrenosum-acne syndrome,14,605
http://purl.obolibrary.org/obo/MONDO_0011464,spinocerebellar ataxia type 11,14,393
http://purl.obolibrary.org/obo/MONDO_0011466,"distal myopathy, Welander type",28,305
http://purl.obolibrary.org/obo/MONDO_0011468,"hereditary motor and sensory neuropathy, Okinawa type",28,783
http://purl.obolibrary.org/obo/MONDO_0011471,inflammatory bowel disease 3,,16
http://purl.obolibrary.org/obo/MONDO_0011472,epidermolysis bullosa simplex due to plakophilin deficiency,14,713
http://purl.obolibrary.org/obo/MONDO_0011473,Leber congenital amaurosis 5,,102
http://purl.obolibrary.org/obo/MONDO_0011474,progressive familial heart block type IB,,139
http://purl.obolibrary.org/obo/MONDO_0011475,Charcot-Marie-Tooth disease type 4B2,14,1018
http://purl.obolibrary.org/obo/MONDO_0011476,MHC class I deficiency,56,422
http://purl.obolibrary.org/obo/MONDO_0011477,"tooth agenesis, selective, 3",,164
http://purl.obolibrary.org/obo/MONDO_0011479,postural orthostatic tachycardia syndrome,14,42
http://purl.obolibrary.org/obo/MONDO_0011480,autosomal dominant nonsyndromic hearing loss 20,,32
http://purl.obolibrary.org/obo/MONDO_0011481,craniosynostosis 2,14,384
http://purl.obolibrary.org/obo/MONDO_0011482,dilated cardiomyopathy 1I,,126
http://purl.obolibrary.org/obo/MONDO_0011484,catecholaminergic polymorphic ventricular tachycardia 1,,266
http://purl.obolibrary.org/obo/MONDO_0011485,autosomal recessive congenital ichthyosis 5,,163
http://purl.obolibrary.org/obo/MONDO_0011486,congenital muscular dystrophy 1B,,228
http://purl.obolibrary.org/obo/MONDO_0011487,Huntington disease-like 3,,660
http://purl.obolibrary.org/obo/MONDO_0011488,"microcephaly 3, primary, autosomal recessive",,306
http://purl.obolibrary.org/obo/MONDO_0011489,hereditary spastic paraplegia 12,28,646
http://purl.obolibrary.org/obo/MONDO_0011490,diffuse panbronchiolitis,28,112
http://purl.obolibrary.org/obo/MONDO_0011493,Stickler syndrome type 2,14,884
http://purl.obolibrary.org/obo/MONDO_0011496,mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis,14,200
http://purl.obolibrary.org/obo/MONDO_0011497,hereditary North American Indian childhood cirrhosis,14,51
http://purl.obolibrary.org/obo/MONDO_0011500,Becker nevus syndrome,14,457
http://purl.obolibrary.org/obo/MONDO_0011501,wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia,,235
http://purl.obolibrary.org/obo/MONDO_0011502,Wolfram syndrome 2,,236
http://purl.obolibrary.org/obo/MONDO_0011503,cortisone reductase deficiency 1,,142
http://purl.obolibrary.org/obo/MONDO_0011504,NDE1-related microhydranencephaly,14,539
http://purl.obolibrary.org/obo/MONDO_0011505,familial hypobetalipoproteinemia 2,,34
http://purl.obolibrary.org/obo/MONDO_0011506,familial infantile myoclonic epilepsy,42,678
http://purl.obolibrary.org/obo/MONDO_0011508,"lymphoma, non-Hodgkin, familial",,16
http://purl.obolibrary.org/obo/MONDO_0011510,Bohring-Opitz syndrome,14,2425
http://purl.obolibrary.org/obo/MONDO_0011512,Brooke-Spiegler syndrome,28,507
http://purl.obolibrary.org/obo/MONDO_0011513,"Alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology",,80
http://purl.obolibrary.org/obo/MONDO_0011514,tricuspid atresia,,170
http://purl.obolibrary.org/obo/MONDO_0011517,pseudohyperaldosteronism type 2,,48
http://purl.obolibrary.org/obo/MONDO_0011518,Wiedemann-Steiner syndrome,14,2520
http://purl.obolibrary.org/obo/MONDO_0011519,autosomal dominant nonsyndromic hearing loss 23,,68
http://purl.obolibrary.org/obo/MONDO_0011522,hereditary spastic paraplegia 14,,263
http://purl.obolibrary.org/obo/MONDO_0011523,Bardet-Biedl syndrome 6,,219
http://purl.obolibrary.org/obo/MONDO_0011527,Charcot-Marie-Tooth disease type 4E,14,192
http://purl.obolibrary.org/obo/MONDO_0011528,hyper-IgM syndrome type 2,14,215
http://purl.obolibrary.org/obo/MONDO_0011529,spinocerebellar ataxia type 13,14,914
http://purl.obolibrary.org/obo/MONDO_0011530,"mesomelic dysplasia, Savarirayan type",,623
http://purl.obolibrary.org/obo/MONDO_0011531,Noonan syndrome 2,,1620
